State,date,indicator,deaths,State Name
UT,Jan-2016,Number of Deaths,17813,Utah
NM,Jan-2017,Number of Deaths,17805,New Mexico
UT,Jul-2015,Number of Deaths,17792,Utah
NM,Apr-2017,Number of Deaths,17789,New Mexico
NM,Mar-2017,Number of Deaths,17778,New Mexico
NM,Dec-2016,Number of Deaths,17768,New Mexico
UT,Jun-2015,Number of Deaths,17739,Utah
NM,Oct-2016,Number of Deaths,17701,New Mexico
NM,Nov-2016,Number of Deaths,17672,New Mexico
UT,May-2015,Number of Deaths,17660,Utah
NM,Aug-2016,Number of Deaths,17651,New Mexico
NM,Sep-2016,Number of Deaths,17636,New Mexico
NM,Jul-2016,Number of Deaths,17593,New Mexico
UT,Apr-2015,Number of Deaths,17578,Utah
NM,May-2016,Number of Deaths,17557,New Mexico
UT,Mar-2015,Number of Deaths,17543,Utah
NM,Jun-2016,Number of Deaths,17533,New Mexico
UT,Feb-2015,Number of Deaths,17431,Utah
NM,Apr-2016,Number of Deaths,17421,New Mexico
UT,Jan-2015,Number of Deaths,17303,Utah
NM,Mar-2016,Number of Deaths,17301,New Mexico
NM,Feb-2016,Number of Deaths,17140,New Mexico
NE,Jul-2017,Number of Deaths,17129,Nebraska
NE,Feb-2019,Number of Deaths,17129,Nebraska
NM,Apr-2015,Number of Deaths,17123,New Mexico
NE,May-2019,Number of Deaths,17113,Nebraska
NM,Sep-2015,Number of Deaths,17113,New Mexico
NE,Jan-2019,Number of Deaths,17112,Nebraska
NM,Nov-2015,Number of Deaths,17110,New Mexico
NE,Nov-2017,Number of Deaths,17099,Nebraska
NE,Oct-2017,Number of Deaths,17094,Nebraska
NM,Aug-2015,Number of Deaths,17087,New Mexico
NE,Oct-2015,Number of Deaths,17086,Nebraska
NE,Dec-2017,Number of Deaths,17084,Nebraska
NM,Mar-2015,Number of Deaths,17080,New Mexico
NM,Oct-2015,Number of Deaths,17073,New Mexico
NE,Apr-2019,Number of Deaths,17072,Nebraska
NM,Dec-2015,Number of Deaths,17062,New Mexico
NM,Jan-2015,Number of Deaths,17051,New Mexico
NE,Mar-2019,Number of Deaths,17049,Nebraska
NE,Jun-2017,Number of Deaths,17048,Nebraska
NM,Jun-2015,Number of Deaths,17045,New Mexico
NE,Nov-2015,Number of Deaths,17034,Nebraska
NE,Sep-2017,Number of Deaths,17032,Nebraska
NE,Sep-2015,Number of Deaths,17022,Nebraska
NE,Jun-2019,Number of Deaths,17021,Nebraska
NM,Feb-2015,Number of Deaths,17019,New Mexico
NE,Aug-2015,Number of Deaths,17015,Nebraska
NE,Oct-2018,Number of Deaths,17015,Nebraska
NM,May-2015,Number of Deaths,17012,New Mexico
NE,Aug-2017,Number of Deaths,17000,Nebraska
NM,Jul-2015,Number of Deaths,16991,New Mexico
NM,Jan-2016,Number of Deaths,16987,New Mexico
NE,Sep-2018,Number of Deaths,16982,Nebraska
NE,Nov-2018,Number of Deaths,16959,Nebraska
NE,Dec-2015,Number of Deaths,16957,Nebraska
NE,Mar-2017,Number of Deaths,16953,Nebraska
NE,Jul-2015,Number of Deaths,16933,Nebraska
NE,Aug-2018,Number of Deaths,16932,Nebraska
NE,Dec-2018,Number of Deaths,16925,Nebraska
NE,May-2017,Number of Deaths,16904,Nebraska
NE,Feb-2017,Number of Deaths,16872,Nebraska
NE,Apr-2017,Number of Deaths,16866,Nebraska
NE,Apr-2018,Number of Deaths,16860,Nebraska
NE,Jun-2018,Number of Deaths,16858,Nebraska
NE,Jul-2018,Number of Deaths,16843,Nebraska
NE,May-2018,Number of Deaths,16840,Nebraska
NE,Jun-2015,Number of Deaths,16799,Nebraska
NE,Jan-2018,Number of Deaths,16784,Nebraska
NE,Mar-2018,Number of Deaths,16784,Nebraska
NE,Jan-2016,Number of Deaths,16726,Nebraska
NE,May-2015,Number of Deaths,16725,Nebraska
NE,Feb-2018,Number of Deaths,16685,Nebraska
NE,Apr-2015,Number of Deaths,16670,Nebraska
NE,Jan-2017,Number of Deaths,16669,Nebraska
NE,Mar-2015,Number of Deaths,16621,Nebraska
NE,Feb-2016,Number of Deaths,16581,Nebraska
NE,Feb-2015,Number of Deaths,16509,Nebraska
NE,Jan-2015,Number of Deaths,16421,Nebraska
NE,Apr-2016,Number of Deaths,16419,Nebraska
NE,Mar-2016,Number of Deaths,16408,Nebraska
NE,Dec-2016,Number of Deaths,16400,Nebraska
NE,May-2016,Number of Deaths,16382,Nebraska
NE,Aug-2016,Number of Deaths,16307,Nebraska
NE,Nov-2016,Number of Deaths,16289,Nebraska
NE,Jun-2016,Number of Deaths,16288,Nebraska
NE,Sep-2016,Number of Deaths,16251,Nebraska
NE,Jul-2016,Number of Deaths,16202,Nebraska
NE,Oct-2016,Number of Deaths,16182,Nebraska
ME,Jun-2019,Number of Deaths,14811,Maine
ME,May-2019,Number of Deaths,14764,Maine
ME,Apr-2019,Number of Deaths,14714,Maine
ME,Mar-2019,Number of Deaths,14688,Maine
ME,Jan-2019,Number of Deaths,14556,Maine
ME,Feb-2019,Number of Deaths,14545,Maine
ME,Dec-2017,Number of Deaths,14513,Maine
ME,Nov-2017,Number of Deaths,14491,Maine
ME,Sep-2017,Number of Deaths,14479,Maine
ME,Feb-2018,Number of Deaths,14479,Maine
ME,Oct-2017,Number of Deaths,14467,Maine
ME,Apr-2017,Number of Deaths,14445,Maine
ME,Jan-2018,Number of Deaths,14443,Maine
ME,Nov-2018,Number of Deaths,14398,Maine
ME,Dec-2018,Number of Deaths,14392,Maine
ME,Aug-2017,Number of Deaths,14391,Maine
ME,Mar-2018,Number of Deaths,14390,Maine
ME,Oct-2018,Number of Deaths,14373,Maine
ME,Oct-2015,Number of Deaths,14368,Maine
ME,Nov-2015,Number of Deaths,14367,Maine
ME,Jun-2017,Number of Deaths,14362,Maine
ME,Apr-2018,Number of Deaths,14346,Maine
ME,May-2017,Number of Deaths,14342,Maine
ME,Jul-2018,Number of Deaths,14330,Maine
ME,Mar-2017,Number of Deaths,14326,Maine
ME,Jul-2017,Number of Deaths,14325,Maine
ME,Dec-2015,Number of Deaths,14324,Maine
ME,Aug-2018,Number of Deaths,14313,Maine
ME,May-2018,Number of Deaths,14313,Maine
ME,Sep-2018,Number of Deaths,14307,Maine
ID,Jun-2019,Number of Deaths,14301,Idaho
ME,Sep-2015,Number of Deaths,14296,Maine
ME,Jun-2018,Number of Deaths,14282,Maine
ID,May-2019,Number of Deaths,14238,Idaho
ME,Feb-2017,Number of Deaths,14224,Maine
ID,Apr-2019,Number of Deaths,14186,Idaho
ME,Aug-2015,Number of Deaths,14179,Maine
ID,Feb-2019,Number of Deaths,14142,Idaho
ID,Mar-2019,Number of Deaths,14142,Idaho
ME,Jan-2017,Number of Deaths,14136,Maine
ME,Jan-2016,Number of Deaths,14129,Maine
ME,Dec-2016,Number of Deaths,14069,Maine
ME,Jun-2016,Number of Deaths,14059,Maine
ID,Jan-2019,Number of Deaths,14052,Idaho
ME,Jul-2015,Number of Deaths,14052,Maine
ME,Jul-2016,Number of Deaths,14044,Maine
ME,May-2015,Number of Deaths,14023,Maine
ME,Jun-2015,Number of Deaths,14016,Maine
ME,Aug-2016,Number of Deaths,14005,Maine
ME,Apr-2015,Number of Deaths,13993,Maine
ID,Sep-2018,Number of Deaths,13990,Idaho
ID,Dec-2018,Number of Deaths,13987,Idaho
ME,Nov-2016,Number of Deaths,13983,Maine
ID,Nov-2018,Number of Deaths,13967,Idaho
ME,May-2016,Number of Deaths,13964,Maine
ID,Oct-2018,Number of Deaths,13952,Idaho
ME,Feb-2016,Number of Deaths,13952,Maine
ID,Aug-2018,Number of Deaths,13940,Idaho
ME,Sep-2016,Number of Deaths,13937,Maine
ID,Nov-2017,Number of Deaths,13936,Idaho
ID,Jul-2018,Number of Deaths,13929,Idaho
ME,Oct-2016,Number of Deaths,13923,Maine
ID,Dec-2017,Number of Deaths,13908,Idaho
ME,Mar-2015,Number of Deaths,13901,Maine
ME,Mar-2016,Number of Deaths,13897,Maine
ID,Jun-2018,Number of Deaths,13868,Idaho
ME,Apr-2016,Number of Deaths,13868,Maine
ID,Oct-2017,Number of Deaths,13864,Idaho
ME,Feb-2015,Number of Deaths,13845,Maine
ID,May-2018,Number of Deaths,13841,Idaho
ID,Apr-2018,Number of Deaths,13803,Idaho
ID,Mar-2018,Number of Deaths,13783,Idaho
ID,Sep-2017,Number of Deaths,13769,Idaho
ID,Feb-2018,Number of Deaths,13747,Idaho
ID,Jan-2018,Number of Deaths,13719,Idaho
ID,Aug-2017,Number of Deaths,13656,Idaho
ME,Jan-2015,Number of Deaths,13627,Maine
ID,Jul-2017,Number of Deaths,13621,Idaho
ID,Apr-2017,Number of Deaths,13619,Idaho
ID,Mar-2017,Number of Deaths,13601,Idaho
ID,May-2017,Number of Deaths,13588,Idaho
ID,Jun-2017,Number of Deaths,13580,Idaho
ID,Feb-2017,Number of Deaths,13530,Idaho
ID,Jan-2017,Number of Deaths,13479,Idaho
ID,Dec-2016,Number of Deaths,13297,Idaho
ID,Aug-2016,Number of Deaths,13283,Idaho
ID,Jul-2016,Number of Deaths,13228,Idaho
ID,Sep-2016,Number of Deaths,13227,Idaho
ID,Jun-2016,Number of Deaths,13221,Idaho
ID,Oct-2016,Number of Deaths,13205,Idaho
ID,Nov-2016,Number of Deaths,13190,Idaho
ID,May-2016,Number of Deaths,13131,Idaho
ID,Apr-2016,Number of Deaths,13093,Idaho
ID,Mar-2016,Number of Deaths,13036,Idaho
ID,Dec-2015,Number of Deaths,12987,Idaho
ID,Feb-2016,Number of Deaths,12987,Idaho
ID,Jul-2015,Number of Deaths,12917,Idaho
ID,Jan-2016,Number of Deaths,12912,Idaho
ID,Nov-2015,Number of Deaths,12905,Idaho
ID,Oct-2015,Number of Deaths,12892,Idaho
ID,May-2015,Number of Deaths,12849,Idaho
ID,Aug-2015,Number of Deaths,12836,Idaho
ID,Jun-2015,Number of Deaths,12831,Idaho
ID,Sep-2015,Number of Deaths,12782,Idaho
ID,Apr-2015,Number of Deaths,12753,Idaho
ID,Mar-2015,Number of Deaths,12693,Idaho
ID,Feb-2015,Number of Deaths,12669,Idaho
ID,Jan-2015,Number of Deaths,12667,Idaho
NH,Mar-2019,Number of Deaths,12549,New Hampshire
NH,Apr-2019,Number of Deaths,12502,New Hampshire
NH,May-2019,Number of Deaths,12478,New Hampshire
NH,Jan-2019,Number of Deaths,12476,New Hampshire
NH,Feb-2019,Number of Deaths,12468,New Hampshire
NH,Jun-2019,Number of Deaths,12434,New Hampshire
NH,Dec-2018,Number of Deaths,12370,New Hampshire
NH,Nov-2018,Number of Deaths,12336,New Hampshire
NH,Oct-2018,Number of Deaths,12334,New Hampshire
NH,Nov-2017,Number of Deaths,12313,New Hampshire
NH,Sep-2017,Number of Deaths,12299,New Hampshire
NH,Aug-2017,Number of Deaths,12295,New Hampshire
NH,Dec-2017,Number of Deaths,12288,New Hampshire
NH,Oct-2017,Number of Deaths,12277,New Hampshire
NH,May-2018,Number of Deaths,12266,New Hampshire
NH,Jul-2018,Number of Deaths,12253,New Hampshire
NH,Sep-2018,Number of Deaths,12252,New Hampshire
NH,Jun-2018,Number of Deaths,12249,New Hampshire
NH,Feb-2018,Number of Deaths,12245,New Hampshire
NH,Jan-2018,Number of Deaths,12207,New Hampshire
NH,Apr-2018,Number of Deaths,12205,New Hampshire
NH,Aug-2018,Number of Deaths,12203,New Hampshire
NH,Jul-2017,Number of Deaths,12180,New Hampshire
NH,Mar-2018,Number of Deaths,12166,New Hampshire
NH,Jun-2017,Number of Deaths,12159,New Hampshire
NH,May-2017,Number of Deaths,12100,New Hampshire
NH,Apr-2017,Number of Deaths,12068,New Hampshire
NH,Mar-2017,Number of Deaths,12049,New Hampshire
NH,Feb-2017,Number of Deaths,11984,New Hampshire
NH,Jan-2017,Number of Deaths,11958,New Hampshire
NH,Dec-2016,Number of Deaths,11909,New Hampshire
NH,Oct-2015,Number of Deaths,11802,New Hampshire
NH,Sep-2015,Number of Deaths,11775,New Hampshire
NH,Jul-2015,Number of Deaths,11755,New Hampshire
NH,Aug-2015,Number of Deaths,11754,New Hampshire
NH,Nov-2016,Number of Deaths,11738,New Hampshire
NH,Nov-2015,Number of Deaths,11736,New Hampshire
NH,Dec-2015,Number of Deaths,11724,New Hampshire
NH,Oct-2016,Number of Deaths,11714,New Hampshire
HI,Jun-2019,Number of Deaths,11705,Hawaii
HI,May-2019,Number of Deaths,11698,Hawaii
NH,May-2015,Number of Deaths,11690,New Hampshire
NH,Apr-2015,Number of Deaths,11681,New Hampshire
NH,Jun-2015,Number of Deaths,11644,New Hampshire
NH,Sep-2016,Number of Deaths,11632,New Hampshire
HI,Apr-2019,Number of Deaths,11625,Hawaii
NH,Jan-2016,Number of Deaths,11617,New Hampshire
NH,Aug-2016,Number of Deaths,11597,New Hampshire
HI,Mar-2019,Number of Deaths,11590,Hawaii
NH,Mar-2016,Number of Deaths,11567,New Hampshire
NH,Jul-2016,Number of Deaths,11562,New Hampshire
HI,Jan-2019,Number of Deaths,11560,Hawaii
NH,Apr-2016,Number of Deaths,11555,New Hampshire
NH,Feb-2016,Number of Deaths,11550,New Hampshire
HI,Feb-2019,Number of Deaths,11548,Hawaii
NH,Mar-2015,Number of Deaths,11545,New Hampshire
NH,Jun-2016,Number of Deaths,11531,New Hampshire
NH,May-2016,Number of Deaths,11524,New Hampshire
HI,Oct-2018,Number of Deaths,11516,Hawaii
HI,Apr-2018,Number of Deaths,11512,Hawaii
HI,Dec-2017,Number of Deaths,11508,Hawaii
HI,Sep-2018,Number of Deaths,11507,Hawaii
HI,Nov-2018,Number of Deaths,11506,Hawaii
HI,Jul-2018,Number of Deaths,11503,Hawaii
HI,Mar-2018,Number of Deaths,11497,Hawaii
NH,Feb-2015,Number of Deaths,11493,New Hampshire
HI,Jun-2018,Number of Deaths,11487,Hawaii
HI,Aug-2018,Number of Deaths,11480,Hawaii
HI,May-2018,Number of Deaths,11459,Hawaii
HI,Nov-2017,Number of Deaths,11450,Hawaii
HI,Dec-2018,Number of Deaths,11427,Hawaii
HI,Sep-2017,Number of Deaths,11426,Hawaii
HI,Feb-2018,Number of Deaths,11416,Hawaii
HI,Aug-2017,Number of Deaths,11409,Hawaii
HI,Oct-2017,Number of Deaths,11391,Hawaii
HI,Jul-2017,Number of Deaths,11384,Hawaii
HI,Jun-2017,Number of Deaths,11380,Hawaii
HI,Jan-2018,Number of Deaths,11356,Hawaii
NH,Jan-2015,Number of Deaths,11342,New Hampshire
HI,May-2017,Number of Deaths,11306,Hawaii
HI,Dec-2015,Number of Deaths,11208,Hawaii
HI,Apr-2017,Number of Deaths,11205,Hawaii
HI,Nov-2015,Number of Deaths,11203,Hawaii
HI,Oct-2015,Number of Deaths,11187,Hawaii
HI,Sep-2015,Number of Deaths,11154,Hawaii
HI,Jan-2017,Number of Deaths,11142,Hawaii
HI,Mar-2017,Number of Deaths,11136,Hawaii
HI,Aug-2015,Number of Deaths,11116,Hawaii
HI,Jul-2015,Number of Deaths,11111,Hawaii
HI,Feb-2017,Number of Deaths,11111,Hawaii
HI,Jun-2015,Number of Deaths,11100,Hawaii
HI,Feb-2015,Number of Deaths,11076,Hawaii
HI,Mar-2015,Number of Deaths,11073,Hawaii
HI,Jan-2016,Number of Deaths,11070,Hawaii
HI,Mar-2016,Number of Deaths,11067,Hawaii
HI,Feb-2016,Number of Deaths,11065,Hawaii
HI,May-2015,Number of Deaths,11063,Hawaii
HI,Apr-2016,Number of Deaths,11057,Hawaii
HI,Dec-2016,Number of Deaths,11041,Hawaii
HI,Apr-2015,Number of Deaths,11031,Hawaii
HI,Jan-2015,Number of Deaths,11026,Hawaii
HI,May-2016,Number of Deaths,10969,Hawaii
HI,Nov-2016,Number of Deaths,10939,Hawaii
HI,Jun-2016,Number of Deaths,10901,Hawaii
HI,Jul-2016,Number of Deaths,10896,Hawaii
HI,Aug-2016,Number of Deaths,10892,Hawaii
HI,Oct-2016,Number of Deaths,10870,Hawaii
HI,Sep-2016,Number of Deaths,10824,Hawaii
RI,Mar-2019,Number of Deaths,10574,Rhode Island
RI,Jun-2019,Number of Deaths,10504,Rhode Island
RI,Apr-2019,Number of Deaths,10502,Rhode Island
RI,Nov-2015,Number of Deaths,10496,Rhode Island
RI,May-2019,Number of Deaths,10483,Rhode Island
RI,Oct-2015,Number of Deaths,10476,Rhode Island
RI,Feb-2019,Number of Deaths,10457,Rhode Island
RI,Jan-2019,Number of Deaths,10450,Rhode Island
RI,Dec-2017,Number of Deaths,10444,Rhode Island
RI,Sep-2015,Number of Deaths,10414,Rhode Island
MT,Jun-2019,Number of Deaths,10393,Montana
RI,Sep-2017,Number of Deaths,10391,Rhode Island
RI,Dec-2015,Number of Deaths,10388,Rhode Island
RI,Oct-2018,Number of Deaths,10382,Rhode Island
RI,Nov-2017,Number of Deaths,10379,Rhode Island
RI,Jan-2018,Number of Deaths,10378,Rhode Island
RI,Nov-2018,Number of Deaths,10377,Rhode Island
RI,Jul-2017,Number of Deaths,10374,Rhode Island
RI,Aug-2015,Number of Deaths,10369,Rhode Island
RI,Jul-2015,Number of Deaths,10365,Rhode Island
RI,Oct-2017,Number of Deaths,10351,Rhode Island
RI,Aug-2017,Number of Deaths,10345,Rhode Island
MT,May-2019,Number of Deaths,10340,Montana
MT,Nov-2017,Number of Deaths,10335,Montana
RI,Jun-2017,Number of Deaths,10333,Rhode Island
RI,Sep-2018,Number of Deaths,10311,Rhode Island
MT,Oct-2017,Number of Deaths,10309,Montana
RI,Dec-2018,Number of Deaths,10305,Rhode Island
MT,Aug-2017,Number of Deaths,10300,Montana
RI,Aug-2018,Number of Deaths,10293,Rhode Island
MT,Jun-2017,Number of Deaths,10292,Montana
RI,Jun-2015,Number of Deaths,10286,Rhode Island
RI,Feb-2018,Number of Deaths,10285,Rhode Island
MT,Sep-2017,Number of Deaths,10278,Montana
MT,Jul-2017,Number of Deaths,10277,Montana
RI,Jan-2016,Number of Deaths,10273,Rhode Island
MT,Dec-2017,Number of Deaths,10270,Montana
RI,Mar-2015,Number of Deaths,10268,Rhode Island
MT,Apr-2019,Number of Deaths,10258,Montana
RI,May-2017,Number of Deaths,10258,Rhode Island
RI,Jul-2018,Number of Deaths,10254,Rhode Island
RI,Feb-2016,Number of Deaths,10251,Rhode Island
RI,Apr-2015,Number of Deaths,10249,Rhode Island
RI,May-2018,Number of Deaths,10240,Rhode Island
RI,May-2015,Number of Deaths,10238,Rhode Island
MT,May-2017,Number of Deaths,10237,Montana
RI,Jun-2018,Number of Deaths,10231,Rhode Island
MT,Mar-2017,Number of Deaths,10229,Montana
MT,Mar-2019,Number of Deaths,10226,Montana
RI,Apr-2017,Number of Deaths,10226,Rhode Island
MT,Apr-2017,Number of Deaths,10217,Montana
RI,Apr-2018,Number of Deaths,10209,Rhode Island
RI,Feb-2015,Number of Deaths,10206,Rhode Island
RI,Mar-2017,Number of Deaths,10187,Rhode Island
RI,Mar-2018,Number of Deaths,10175,Rhode Island
RI,Mar-2016,Number of Deaths,10173,Rhode Island
RI,Apr-2016,Number of Deaths,10159,Rhode Island
MT,Feb-2019,Number of Deaths,10146,Montana
MT,Feb-2017,Number of Deaths,10131,Montana
RI,May-2016,Number of Deaths,10131,Rhode Island
RI,Jan-2015,Number of Deaths,10111,Rhode Island
RI,Feb-2017,Number of Deaths,10107,Rhode Island
MT,Jan-2019,Number of Deaths,10094,Montana
RI,Jan-2017,Number of Deaths,10075,Rhode Island
MT,Jan-2018,Number of Deaths,10073,Montana
RI,Jun-2016,Number of Deaths,10072,Rhode Island
MT,Jan-2017,Number of Deaths,10052,Montana
RI,Dec-2016,Number of Deaths,10023,Rhode Island
MT,Feb-2018,Number of Deaths,9998,Montana
RI,Aug-2016,Number of Deaths,9997,Rhode Island
RI,Sep-2016,Number of Deaths,9985,Rhode Island
MT,Apr-2016,Number of Deaths,9973,Montana
RI,Jul-2016,Number of Deaths,9973,Rhode Island
RI,Oct-2016,Number of Deaths,9950,Rhode Island
MT,Dec-2016,Number of Deaths,9941,Montana
RI,Nov-2016,Number of Deaths,9940,Rhode Island
MT,Mar-2016,Number of Deaths,9939,Montana
MT,May-2016,Number of Deaths,9938,Montana
MT,Apr-2018,Number of Deaths,9931,Montana
MT,Mar-2018,Number of Deaths,9925,Montana
MT,Feb-2016,Number of Deaths,9921,Montana
MT,Jul-2016,Number of Deaths,9913,Montana
MT,Nov-2018,Number of Deaths,9907,Montana
MT,Nov-2016,Number of Deaths,9904,Montana
MT,Dec-2015,Number of Deaths,9901,Montana
MT,Dec-2018,Number of Deaths,9891,Montana
MT,Aug-2016,Number of Deaths,9886,Montana
MT,Oct-2016,Number of Deaths,9873,Montana
MT,Jun-2016,Number of Deaths,9863,Montana
MT,Sep-2016,Number of Deaths,9863,Montana
MT,Oct-2018,Number of Deaths,9857,Montana
MT,Sep-2018,Number of Deaths,9856,Montana
MT,Jan-2016,Number of Deaths,9832,Montana
MT,May-2018,Number of Deaths,9820,Montana
MT,Oct-2015,Number of Deaths,9817,Montana
MT,Jun-2018,Number of Deaths,9813,Montana
MT,Jul-2018,Number of Deaths,9809,Montana
MT,Aug-2018,Number of Deaths,9805,Montana
MT,Nov-2015,Number of Deaths,9779,Montana
MT,Aug-2015,Number of Deaths,9778,Montana
MT,Sep-2015,Number of Deaths,9754,Montana
MT,Jul-2015,Number of Deaths,9716,Montana
MT,Jun-2015,Number of Deaths,9669,Montana
MT,May-2015,Number of Deaths,9609,Montana
MT,Apr-2015,Number of Deaths,9508,Montana
MT,Jan-2015,Number of Deaths,9502,Montana
MT,Feb-2015,Number of Deaths,9500,Montana
MT,Mar-2015,Number of Deaths,9476,Montana
DE,Jan-2019,Number of Deaths,9473,Delaware
DE,Oct-2018,Number of Deaths,9437,Delaware
DE,Nov-2018,Number of Deaths,9435,Delaware
DE,Feb-2019,Number of Deaths,9411,Delaware
DE,Sep-2018,Number of Deaths,9407,Delaware
DE,Aug-2018,Number of Deaths,9390,Delaware
DE,Mar-2019,Number of Deaths,9383,Delaware
DE,Dec-2018,Number of Deaths,9377,Delaware
DE,Jul-2018,Number of Deaths,9355,Delaware
DE,Jun-2018,Number of Deaths,9299,Delaware
DE,Apr-2019,Number of Deaths,9280,Delaware
DE,May-2019,Number of Deaths,9280,Delaware
DE,Jun-2019,Number of Deaths,9249,Delaware
DE,May-2018,Number of Deaths,9208,Delaware
DE,Apr-2017,Number of Deaths,9150,Delaware
DE,Apr-2018,Number of Deaths,9137,Delaware
DE,Dec-2017,Number of Deaths,9132,Delaware
DE,May-2017,Number of Deaths,9119,Delaware
DE,Jul-2017,Number of Deaths,9108,Delaware
DE,Mar-2017,Number of Deaths,9099,Delaware
DE,Jun-2017,Number of Deaths,9098,Delaware
DE,Mar-2018,Number of Deaths,9094,Delaware
DE,Aug-2017,Number of Deaths,9089,Delaware
DE,Feb-2017,Number of Deaths,9085,Delaware
DE,Feb-2018,Number of Deaths,9064,Delaware
DE,Jan-2017,Number of Deaths,9058,Delaware
DE,Nov-2017,Number of Deaths,9047,Delaware
DE,Sep-2017,Number of Deaths,9045,Delaware
DE,Oct-2017,Number of Deaths,9016,Delaware
DE,Jan-2018,Number of Deaths,9001,Delaware
DE,Dec-2016,Number of Deaths,8980,Delaware
DE,Nov-2016,Number of Deaths,8889,Delaware
DE,Oct-2016,Number of Deaths,8809,Delaware
DE,Sep-2016,Number of Deaths,8740,Delaware
DE,Sep-2015,Number of Deaths,8686,Delaware
DE,Nov-2015,Number of Deaths,8666,Delaware
DE,Aug-2016,Number of Deaths,8666,Delaware
DE,Oct-2015,Number of Deaths,8661,Delaware
DE,Aug-2015,Number of Deaths,8648,Delaware
DE,Jul-2015,Number of Deaths,8642,Delaware
DE,Jul-2016,Number of Deaths,8609,Delaware
DE,Dec-2015,Number of Deaths,8591,Delaware
DE,May-2015,Number of Deaths,8583,Delaware
DE,Apr-2015,Number of Deaths,8580,Delaware
DE,Jun-2015,Number of Deaths,8577,Delaware
DE,Jun-2016,Number of Deaths,8571,Delaware
DE,Feb-2015,Number of Deaths,8561,Delaware
DE,Mar-2016,Number of Deaths,8555,Delaware
DE,May-2016,Number of Deaths,8553,Delaware
DE,Mar-2015,Number of Deaths,8551,Delaware
DE,Apr-2016,Number of Deaths,8530,Delaware
DE,Jan-2015,Number of Deaths,8485,Delaware
DE,Jan-2016,Number of Deaths,8485,Delaware
DE,Feb-2016,Number of Deaths,8473,Delaware
SD,Jun-2019,Number of Deaths,8261,South Dakota
SD,May-2019,Number of Deaths,8251,South Dakota
SD,Oct-2017,Number of Deaths,8207,South Dakota
SD,Nov-2017,Number of Deaths,8203,South Dakota
SD,Mar-2017,Number of Deaths,8192,South Dakota
SD,Jun-2017,Number of Deaths,8188,South Dakota
SD,Apr-2019,Number of Deaths,8176,South Dakota
SD,May-2017,Number of Deaths,8170,South Dakota
SD,Apr-2017,Number of Deaths,8157,South Dakota
SD,Aug-2017,Number of Deaths,8155,South Dakota
SD,Sep-2017,Number of Deaths,8154,South Dakota
SD,Jul-2017,Number of Deaths,8153,South Dakota
SD,Dec-2017,Number of Deaths,8140,South Dakota
SD,Feb-2017,Number of Deaths,8136,South Dakota
SD,Mar-2019,Number of Deaths,8108,South Dakota
SD,Feb-2019,Number of Deaths,8105,South Dakota
SD,Jan-2019,Number of Deaths,8103,South Dakota
SD,Jan-2017,Number of Deaths,8046,South Dakota
SD,Sep-2018,Number of Deaths,8046,South Dakota
SD,Jan-2018,Number of Deaths,8040,South Dakota
SD,Dec-2018,Number of Deaths,8028,South Dakota
SD,Oct-2018,Number of Deaths,8024,South Dakota
SD,Nov-2018,Number of Deaths,8007,South Dakota
SD,Jul-2018,Number of Deaths,8001,South Dakota
SD,Aug-2018,Number of Deaths,7986,South Dakota
SD,Feb-2018,Number of Deaths,7983,South Dakota
SD,Sep-2015,Number of Deaths,7950,South Dakota
SD,Mar-2018,Number of Deaths,7949,South Dakota
SD,Dec-2016,Number of Deaths,7945,South Dakota
SD,Oct-2015,Number of Deaths,7943,South Dakota
SD,Jun-2018,Number of Deaths,7932,South Dakota
SD,Apr-2018,Number of Deaths,7928,South Dakota
SD,May-2018,Number of Deaths,7923,South Dakota
SD,Nov-2015,Number of Deaths,7915,South Dakota
SD,Nov-2016,Number of Deaths,7904,South Dakota
SD,Jul-2015,Number of Deaths,7899,South Dakota
SD,Dec-2015,Number of Deaths,7894,South Dakota
SD,Aug-2015,Number of Deaths,7891,South Dakota
SD,Aug-2016,Number of Deaths,7869,South Dakota
SD,May-2016,Number of Deaths,7862,South Dakota
SD,Jun-2016,Number of Deaths,7856,South Dakota
SD,Jun-2015,Number of Deaths,7851,South Dakota
SD,Apr-2016,Number of Deaths,7847,South Dakota
SD,Jul-2016,Number of Deaths,7843,South Dakota
SD,Oct-2016,Number of Deaths,7824,South Dakota
SD,Feb-2016,Number of Deaths,7812,South Dakota
SD,Sep-2016,Number of Deaths,7808,South Dakota
SD,Mar-2016,Number of Deaths,7799,South Dakota
SD,Jan-2016,Number of Deaths,7793,South Dakota
SD,May-2015,Number of Deaths,7758,South Dakota
SD,Apr-2015,Number of Deaths,7742,South Dakota
SD,Mar-2015,Number of Deaths,7720,South Dakota
SD,Jan-2015,Number of Deaths,7700,South Dakota
SD,Feb-2015,Number of Deaths,7684,South Dakota
ND,Jun-2019,Number of Deaths,7196,North Dakota
ND,May-2019,Number of Deaths,7124,North Dakota
ND,Dec-2017,Number of Deaths,7088,North Dakota
ND,Sep-2017,Number of Deaths,7079,North Dakota
ND,Nov-2017,Number of Deaths,7064,North Dakota
ND,Jan-2018,Number of Deaths,7057,North Dakota
ND,Oct-2017,Number of Deaths,7047,North Dakota
ND,Feb-2018,Number of Deaths,7044,North Dakota
ND,Aug-2017,Number of Deaths,7041,North Dakota
